Conditional.S-,Conditional.T+,Flow loop control.S-,Flow loop control.T+,Function Creation.S-;2;[apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, apache_tomcat-64389d04c74a7d14e37e077d0d563ebb8b45d2ba]
Return modifier.S-,Variable declaration.S-,Variable declaration.T+;2;[apache_derby-6c000e85e16a90d6a27983bc81c8f62a5e1cca2e, google_ExoPlayer-5360ddc519392037c3af0887d5d0dafeafe4c110]
Function access.S+,Operator expression.S+,Operator expression.S-,Return modifier.S-;2;[apache_tomcat-6b61911f94d6d8d49ee933c5f1882a7e7c336d2c, apache_derby-24e3f7e93c8df4ffb5addb8c35416d515d65dde5]
Function Creation.T+,Function access.T+,Variable declaration.S-;2;[apache_derby-6c000e85e16a90d6a27983bc81c8f62a5e1cca2e, google_ExoPlayer-5360ddc519392037c3af0887d5d0dafeafe4c110]
Function Creation.T+,Function access.T+,Variable declaration.T+;2;[apache_derby-6c000e85e16a90d6a27983bc81c8f62a5e1cca2e, google_ExoPlayer-5360ddc519392037c3af0887d5d0dafeafe4c110]
Conditional.S-,Flow loop control.S+,Function Creation.S-,Function access.S+;2;[WhisperSystems_Signal-Android-cd085faecdf378b9245e73ffcfe36d93b61eeef2, google_ExoPlayer-d8e6b096c4b9eeaba2e49d8f28a5bf72bd8e6c0f]
Conditional.S-,Flow loop control.S+,Function Creation.S-,Function access.S-;2;[WhisperSystems_Signal-Android-cd085faecdf378b9245e73ffcfe36d93b61eeef2, google_ExoPlayer-d8e6b096c4b9eeaba2e49d8f28a5bf72bd8e6c0f]
Conditional.S+,Flow loop control.S+,Function Creation.S-,Operator expression.S+;2;[WhisperSystems_Signal-Android-cd085faecdf378b9245e73ffcfe36d93b61eeef2, google_ExoPlayer-d8e6b096c4b9eeaba2e49d8f28a5bf72bd8e6c0f]
Conditional.T-,Function access.S-,Operator expression.T+;2;[apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, apache_derby-9f5e1d4aef189f1e01ef7fc47a33649a189eacb4]
Conditional.T-,Function access.S-,Operator expression.T-;2;[apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, apache_derby-9f5e1d4aef189f1e01ef7fc47a33649a189eacb4]
Conditional.S-,Flow loop control.S-,Operator expression.S-,Operator expression.T+;2;[apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, apache_tomcat-64389d04c74a7d14e37e077d0d563ebb8b45d2ba]
Conditional.S-,Function access.T+,Operator expression.S-;3;[apache_tomcat-d7db4dd17be114b907a0c04ca33ca71b53ce820c, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, apache_tomcat-64389d04c74a7d14e37e077d0d563ebb8b45d2ba]
Conditional.S-,Function access.T+,Operator expression.T+;3;[apache_tomcat-d7db4dd17be114b907a0c04ca33ca71b53ce820c, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9, apache_tomcat-64389d04c74a7d14e37e077d0d563ebb8b45d2ba]
Conditional.S-,Exception Handler.S-,Exception Handler.T+,Function Creation.S-;2;[netty_netty-0f76b3c357fbb3500a9f0742e9369139b3283ceb, apache_tomcat-378d06284bfa20317395d3516a8adf21359a57d9]
